1	was	3.0	2.6715734004974365
12	landed	3.0	2.2149202823638916
29	flight	3.0	2.7312350273132324
2	remain	3.0	2.7873616218566895
7	stop	3.0	2.9348199367523193
13	display	3.0	2.766178846359253
17	intend	3.0	3.2230682373046875
19	launch	1.5	2.774975299835205
0	this	3.0	3.0508151054382324
2	following	3.0	2.8815693855285645
4	ongoing	3.0	3.0482914447784424
5	events	3.0	3.1050314903259277
19	bail	3.0	2.885307550430298
20	out	3.0	2.879347324371338
2	fall	3.0	2.9107251167297363
3	was	3.0	3.1604225635528564
14	increased	3.0	2.544965982437134
2	saw	3.0	3.1611573696136475
5	sell-off	3.0	2.889160633087158
4	was	3.0	2.817289352416992
5	sent	3.0	2.687455415725708
10	tumble	3.0	2.665140151977539
12	growing	3.0	2.9393672943115234
13	worries	3.0	2.9349586963653564
23	sending	3.0	3.069406747817993
24	jitters	3.0	2.3111212253570557
3	media	3.0	2.9733803272247314
4	event	3.0	2.999662160873413
8	released	3.0	3.1552927494049072
4	options	3.0	1.8837735652923584
10	exercise	0.75	2.5141873359680176
1	say	3.0	2.679480791091919
3	tends	3.0	2.5106992721557617
5	repeat	0.75	0.2467097043991089
1	fought	3.0	3.066174268722534
7	took	3.0	2.752166748046875
10	off	3.0	2.212938070297241
16	revealing	3.0	2.825556516647339
19	undergone	3.0	2.9441328048706055
22	transplant	3.0	2.4557104110717773
3	discovered	3.0	2.963144540786743
7	in	3.0	2.8111205101013184
8	possession	3.0	2.5830814838409424
31	process	3.0	2.959045171737671
5	was	3.0	2.6286065578460693
11	suffered	3.0	2.8863112926483154
14	falls	3.0	2.8329455852508545
14	deal	3.0	1.9250319004058838
21	entered	3.0	3.1985950469970703
8	add	3.0	2.447063446044922
18	costs	3.0	1.9810972213745117
25	join	3.0	2.280113458633423
10	said	3.0	2.9628794193267822
13	downtrend	3.0	2.705338954925537
18	continue	3.0	1.4496277570724487
25	growth	3.0	2.6510298252105713
26	slows	3.0	1.7007287740707397
5	come	3.0	0.8548611402511597
2	said	3.0	2.823430061340332
10	downloaded	3.0	3.1265313625335693
17	launch	3.0	2.8652656078338623
1	negotiates	3.0	3.2074732780456543
2	purchase	0.75	2.2922940254211426
5	fell	3.0	2.9666781425476074
10	worries	3.0	2.9635860919952393
14	moves	3.0	2.788975715637207
17	prevent	-0.75	-0.39886340498924255
20	recession	0.75	1.8046215772628784
5	delivered	3.0	2.5785202980041504
15	ceremonies	3.0	3.0139362812042236
22	bringing	3.0	2.9501163959503174
23	production	-3.0	1.531595230102539
28	to	3.0	2.3134658336639404
29	an	3.0	3.1749935150146484
30	end	3.0	3.2225873470306396
1	secures	3.0	3.0076050758361816
6	deals	3.0	1.9866352081298828
3	slide	3.0	3.0850419998168945
6	lost	3.0	2.907564401626587
8	court	3.0	2.8738553524017334
9	case	3.0	3.0106985569000244
7	closed	3.0	2.8111376762390137
20	declining	3.0	2.8963983058929443
22	confidence	3.0	2.605376958847046
24	worries	3.0	3.099513292312622
29	nationalize	0.75	0.24004563689231873
1	dragged	3.0	2.7118005752563477
2	down	3.0	2.46730637550354
5	crisis	3.0	2.1668217182159424
2	loses	3.0	3.0643508434295654
3	court	3.0	3.120011806488037
4	case	3.0	2.9813435077667236
3	be	3.0	2.711634397506714
10	manufactured	3.0	2.424158811569214
20	used	3.0	2.715122699737549
1	delivers	3.0	2.818067789077759
7	ending	3.0	2.9071764945983887
11	keynote	3.0	3.2482855319976807
25	introduced	3.0	3.020526647567749
5	selected	0.0	2.7560722827911377
7	purchased	0.0	2.328777313232422
14	distributes	0.0	1.4964549541473389
0	this	3.0	3.0496091842651367
1	became	3.0	3.3165977001190186
7	file	3.0	2.572974920272827
9	lawsuit	3.0	3.1324503421783447
18	stop	0.75	2.368180274963379
19	selling	-3.0	1.5249030590057373
4	posted	3.0	3.0644259452819824
5	gains	3.0	3.284450054168701
9	marking	3.0	2.7648732662200928
14	streak	3.0	3.035752058029175
2	said	3.0	2.8003029823303223
7	meet	3.0	1.9002904891967773
9	demand	0.0	2.1628146171569824
13	died	3.0	3.1929192543029785
12	gained	3.0	2.653812885284424
2	agreement	3.0	2.6956846714019775
3	was	3.0	2.988255739212036
9	sell	3.0	1.7193667888641357
3	tumble	3.0	3.1917099952697754
9	anniversary	3.0	2.961637496948242
1	is	3.0	3.1607799530029297
9	contains	3.0	3.235323667526245
21	starting	3.0	2.159520387649536
9	dropped	3.0	2.877117872238159
17	is	3.0	3.0805649757385254
2	send	3.0	2.8835527896881104
3	jitters	3.0	3.0625767707824707
1	sues	3.0	3.3207478523254395
3	reduced	3.0	2.9853005409240723
6	effort	3.0	2.834530830383301
9	focusing	3.0	2.3428938388824463
14	breakthroughs	3.0	3.1417644023895264
17	said	3.0	2.7320444583892822
4	said	3.0	2.977980852127075
7	statement	3.0	2.955631732940674
11	want	3.0	3.1431896686553955
13	know	0.0	2.7112443447113037
15	happened	3.0	2.2774102687835693
18	improving	3.0	2.7414724826812744
21	is	3.0	3.2395284175872803
2	meeting	3.0	2.783140182495117
3	was	3.0	2.9655051231384277
8	which	3.0	2.6706883907318115
9	took	3.0	2.7603695392608643
10	place	3.0	2.829242706298828
1	is	3.0	2.6411385536193848
0	it	3.0	2.7093350887298584
1	was	3.0	2.8674440383911133
6	decline	3.0	2.9253852367401123
2	agreement	3.0	2.8395605087280273
8	said	3.0	2.728557586669922
11	receive	3.0	2.095526695251465
28	take	3.0	2.618985891342163
29	delivery	3.0	-0.42214229702949524
46	under	3.0	3.0453078746795654
47	development	3.0	2.4908640384674072
2	difficulty	3.0	2.753873586654663
22	issues	3.0	2.8962643146514893
5	features	3.0	2.92541766166687
19	has	3.0	2.8375778198242188
5	rebounded	3.0	2.8181073665618896
11	falling	3.0	2.7860984802246094
17	ending	3.0	3.272367477416992
7	dropped	3.0	2.98378324508667
9	agreed	3.0	2.972050666809082
11	purchase	3.0	2.63712477684021
19	deal	3.0	2.8350958824157715
1	says	3.0	2.924330711364746
3	have	3.0	3.1315770149230957
5	orders	3.0	2.5065736770629883
11	attempt	0.0	0.6978245973587036
13	compete	0.0	0.7280287742614746
21	aimed	0.0	2.615556240081787
28	flight	3.0	2.004307746887207
10	announced	3.0	3.040383815765381
19	be	3.0	2.893641471862793
22	leave	3.0	2.8860082626342773
5	reported	3.0	2.8532724380493164
8	payments	3.0	2.2121529579162598
13	foreclosures	3.0	2.697556972503662
18	rose	3.0	3.015913248062134
32	concerned	3.0	3.1018259525299072
46	have	0.75	1.968536138534546
47	exposure	0.75	2.3621137142181396
6	closed	3.0	3.0193777084350586
1	launches	3.0	2.6567461490631104
test_loss: 0.2337008317311605
test_r: 0.521927458625673
test_mae: 0.4625894191100242
