4	transition	3.0	3.0767107009887695
6	taken	3.0	2.785745143890381
7	found	3.0	2.790015697479248
8	floating	3.0	2.5845072269439697
12	provide	3.0	2.661900520324707
6	cloaked	3.0	2.4315648078918457
10	causing	3.0	2.5510008335113525
12	coughing	3.0	2.2913780212402344
14	obscuring	3.0	2.5795886516571045
19	forced	3.0	2.0196614265441895
22	acknowledge	3.0	0.26006758213043213
12	said	3.0	2.8202905654907227
14	checked	3.0	2.6025047302246094
20	opening	2.799999952316284	2.3225815296173096
24	kept	3.0	2.5235488414764404
8	said	3.0	2.9476141929626465
13	made	3.0	2.136666774749756
20	vowed	3.0	2.3653860092163086
23	show	1.7999999523162842	1.926516056060791
28	make	2.4000000953674316	1.9394447803497314
34	clean	1.600000023841858	1.259294033050537
7	hit	3.0	2.6694819927215576
15	led	3.0	2.747020721435547
24	put	3.0	2.8147711753845215
35	blocked	3.0	2.4821321964263916
10	comply	-0.800000011920929	-0.3114752471446991
16	resisted	3.0	2.9942076206207275
3	ignore	2.799999952316284	1.8950080871582031
5	orders	3.0	1.976236343383789
7	upgrade	-0.6000000238418579	1.2132062911987305
10	exert	3.0	2.4191296100616455
17	debates	2.200000047683716	1.8346500396728516
7	discussions	3.0	3.1367154121398926
10	emissions	1.0	0.8999239802360535
19	represents	3.0	3.0290896892547607
23	pushed	3.0	2.8632724285125732
28	proposals	1.399999976158142	1.7100310325622559
30	saying	3.0	3.1417415142059326
35	upgrading	-1.7999999523162842	0.8253543376922607
6	released	3.0	2.6863343715667725
11	saying	3.0	2.793766975402832
19	result	2.0	2.07487416267395
23	surge	2.0	2.3628406524658203
26	consumption	2.5999999046325684	2.1310715675354004
18	said	3.0	2.7281925678253174
20	calling	3.0	3.1237056255340576
24	changes	1.399999976158142	1.61741042137146
32	overcome	0.4000000059604645	1.6598105430603027
1	report	3.0	2.810819387435913
2	estimated	3.0	2.938483238220215
15	hit	1.7999999523162842	2.2002267837524414
3	make	0.6000000238418579	1.8901987075805664
22	uses	3.0	1.855074167251587
31	do	1.600000023841858	2.283446788787842
12	had	3.0	2.4313817024230957
