5	speculated	3.0	3.054959297180176
11	attempt	1.0	1.2951712608337402
13	buy	0.0	0.7710046172142029
17	consider	1.0	1.2926058769226074
18	filing	1.0	0.11937692761421204
43	broke	3.0	3.0970659255981445
9	created	3.0	2.803229331970215
18	formalized	3.0	2.7554585933685303
1	successor	-3.0	-0.970636785030365
3	named	-3.0	-2.021186113357544
9	duties	3.0	2.7034332752227783
12	split	3.0	2.5603137016296387
22	said	3.0	3.1856491565704346
8	said	3.0	3.085115432739258
19	exceed	-3.0	-0.6471530795097351
25	declined	3.0	2.9671318531036377
27	give	-3.0	-2.9344589710235596
3	dropped	3.0	3.011486053466797
11	offered	3.0	3.2296409606933594
7	earned	3.0	3.22428560256958
19	sales	3.0	3.0951364040374756
5	offer	0.0	1.0927531719207764
11	started	3.0	2.929584503173828
12	firing	3.0	2.775521993637085
2	assistance	3.0	2.923471450805664
14	helping	-3.0	-0.8569282293319702
5	seeing	-2.0	0.14662130177021027
10	said	3.0	2.721797466278076
2	says	3.0	3.1154282093048096
7	stand	3.0	2.64208984375
16	arresting	0.0	1.639676570892334
19	suspected	3.0	2.774299144744873
21	blowing	2.0	2.586331844329834
4	benefited	3.0	3.1765217781066895
12	increased	3.0	2.813185691833496
14	sales	3.0	2.3166017532348633
17	added	3.0	3.138641119003296
2	said	3.0	2.9275481700897217
4	were	-3.0	2.636263847351074
13	involved	0.0	-0.03418748080730438
24	paid	3.0	2.7261438369750977
26	buy	3.0	0.5776700973510742
16	said	3.0	3.0218334197998047
2	called	3.0	2.757761240005493
22	forecast	3.0	3.496718168258667
25	increase	2.0	2.189286708831787
4	said	3.0	3.0002851486206055
6	extended	3.0	3.041858434677124
10	offer	3.0	3.078768014907837
5	ceremony	3.0	3.0609934329986572
7	chosen	3.0	2.811199426651001
16	is	3.0	2.9393961429595947
8	echoed	3.0	3.1390178203582764
12	view	3.0	3.305903434753418
15	accord	3.0	3.532411575317383
19	announced	3.0	3.5511646270751953
7	had	3.0	2.9088616371154785
22	said	3.0	2.8191285133361816
5	expressed	3.0	3.0689704418182373
17	written	3.0	3.0070691108703613
29	joined	3.0	3.2850992679595947
2	sanctioned	3.0	1.7398478984832764
3	called	3.0	3.0164954662323
12	strategy	3.0	3.2495357990264893
14	implement	0.0	-0.04899027943611145
16	constraints	0.0	1.7987582683563232
22	program	0.0	2.0383245944976807
4	said	3.0	2.964171886444092
7	identified	3.0	2.4872336387634277
19	find	-3.0	-1.469386339187622
24	killings	3.0	2.807889699935913
33	believed	3.0	2.939234733581543
36	prostitutes	2.0	2.591029644012451
4	plans	3.0	2.553342580795288
6	redeem	0.0	0.5806232690811157
20	due	3.0	3.403635025024414
4	warning	3.0	3.606760263442993
8	rains	3.0	2.720801591873169
10	cause	3.0	2.59474515914917
14	landslides	3.0	2.7321298122406006
0	sales	3.0	3.0096349716186523
13	increase	3.0	2.613539934158325
2	fell	3.0	2.8568661212921143
5	15	3.0	1.8716015815734863
1	cabling	3.0	2.5740718841552734
6	intention	3.0	3.0869245529174805
8	give	3.0	0.17779117822647095
15	exit	0.0	1.1585962772369385
19	offered	3.0	3.1865413188934326
24	withdraw	0.0	0.21749170124530792
